wk_strt_dt,yr_nbr,qtr_nbr,prd,wk_in_yr_nbr,delivery,mtrf_mintemp,mtrf_maxtemp,mtrf_rain,mtrf_humi9am,mtrf_wind9am,mtrf_pressure9am,mtrf_humi3pm,mtrf_wind3pm,mtrf_pressure3pm,seas_prd_1,seas_prd_2,seas_prd_3,seas_prd_4,seas_prd_5,seas_prd_6,seas_prd_7,seas_prd_8,seas_prd_9,seas_prd_10,seas_prd_11,seas_prd_12
1/05/2021,2021,4,5,18,577.5443802,20,29.8,6.2,69,1.00E-14,1025,43,11,1022.1,0,0,0,0,1,0,0,0,0,0,0,0
8/05/2021,2021,4,5,19,577.5644455,19.6,28.2,1.00E-14,77,9,1024.6,50,22,1019.7,0,0,0,0,1,0,0,0,0,0,0,0
15/05/2021,2021,4,5,20,577.5660476,19.1,29.3,1,97,2,1021.4,74,6,1019.2,0,0,0,0,1,0,0,0,0,0,0,0
22/05/2021,2021,4,5,21,577.5660476,19.2,29.7,1.00E-14,99,1.00E-14,1021.7,58,11,1019.3,0,0,0,0,1,0,0,0,0,0,0,0
29/05/2021,2021,4,5,22,833.4233322,18.9,30.2,1.00E-14,91,1.00E-14,1023.4,48,2,1021.6,0,0,0,0,1,0,0,0,0,0,0,0
5/06/2021,2021,4,6,23,321.7087631,20.2,29.1,1.00E-14,67,1.00E-14,1025.6,44,19,1024,0,0,0,0,0,1,0,0,0,0,0,0
12/06/2021,2021,4,6,24,321.7087631,19.1,30,1.00E-14,65,1.00E-14,1030.3,44,15,1028.5,0,0,0,0,0,1,0,0,0,0,0,0
19/06/2021,2021,4,6,25,321.7087631,17.9,30.7,1.00E-14,73,1.00E-14,1034.1,46,9,1029.9,0,0,0,0,0,1,0,0,0,0,0,0
26/06/2021,2021,4,6,26,577.5660476,20.9,30.8,1.00E-14,88,1.00E-14,1031.9,75,1.00E-14,1029.2,0,0,0,0,0,1,0,0,0,0,0,0
3/07/2021,2021,1,7,27,577.5660476,21.9,30.1,1.00E-14,78,1.00E-14,1029.3,75,7,1026.2,0,0,0,0,0,0,1,0,0,0,0,0
10/07/2021,2021,1,7,28,577.5660476,19.2,29.1,1.00E-14,85,6,1023.5,97,9,1020.4,0,0,0,0,0,0,1,0,0,0,0,0
17/07/2021,2021,1,7,29,1571.459984,20,30,1.00E-14,99,2,1021,58,4,1017.5,0,0,0,0,0,0,1,0,0,0,0,0
24/07/2021,2021,1,7,30,321.7087631,18.6,30.2,1.00E-14,86,4,1017.9,57,11,1015.1,0,0,0,0,0,0,1,0,0,0,0,0
31/07/2021,2021,1,7,31,321.7087631,17.7,31.2,1.00E-14,99,4,1015.2,91,1.00E-14,1011.1,0,0,0,0,0,0,1,0,0,0,0,0
7/08/2021,2021,1,8,32,577.5660476,22.1,32,1.00E-14,93,6,1007.5,80,17,1006.3,0,0,0,0,0,0,0,1,0,0,0,0
14/08/2021,2021,1,8,33,577.5660476,24.1,31.3,0.2,88,9,1009.6,79,26,1008.7,0,0,0,0,0,0,0,1,0,0,0,0
21/08/2021,2021,1,8,34,833.4233322,22.8,30.2,2.4,92,13,1011.1,95,13,1008.3,0,0,0,0,0,0,0,1,0,0,0,0
28/08/2021,2021,1,8,35,1583.950431,22.4,29.4,22,77,15,1017.6,56,22,1018.4,0,0,0,0,0,0,0,1,0,0,0,0
4/09/2021,2021,1,9,36,3971.820686,22.9,32.7,6.8,84,1.00E-14,1025.1,72,6,1023,0,0,0,0,0,0,0,0,1,0,0,0
11/09/2021,2021,1,9,37,4102.399315,22.9,30.9,9.2,99,6,1025.7,72,6,1022.2,0,0,0,0,0,0,0,0,1,0,0,0
18/09/2021,2021,1,9,38,4234.694801,22.5,31.4,19.2,86,4,1018.3,60,15,1013,0,0,0,0,0,0,0,0,1,0,0,0
25/09/2021,2021,1,9,39,1730.336433,22.1,31.9,0.2,82,1.00E-14,1011.8,49,11,1009.3,0,0,0,0,0,0,0,0,1,0,0,0
2/10/2021,2021,2,10,40,983.1848068,22.8,32.9,1.00E-14,99,2,1013.9,63,1.00E-14,1012.8,0,0,0,0,0,0,0,0,0,1,0,0
9/10/2021,2021,2,10,41,597.4702377,22.8,32.5,3.2,83,1.00E-14,1022.3,49,6,1022.2,0,0,0,0,0,0,0,0,0,1,0,0
16/10/2021,2021,2,10,42,671.7033844,22.1,31.7,1.00E-14,94,1.00E-14,1029.7,52,2,1027.7,0,0,0,0,0,0,0,0,0,1,0,0
23/10/2021,2021,2,10,43,566.4336472,21.7,31.1,1.00E-14,99,6,1031.6,63,1.00E-14,1028.6,0,0,0,0,0,0,0,0,0,1,0,0
30/10/2021,2021,2,10,44,1717.977371,21.1,31.3,0.8,93,6,1030.8,56,6,1027.1,0,0,0,0,0,0,0,0,0,1,0,0
6/11/2021,2021,2,11,45,4534.452866,22.1,30.3,1.4,85,4,1025.7,56,17,1020.6,0,0,0,0,0,0,0,0,0,0,1,0
13/11/2021,2021,2,11,46,4593.411979,21.3,29.3,0.6,99,4,1021.9,71,20,1018.6,0,0,0,0,0,0,0,0,0,0,1,0
20/11/2021,2021,2,11,47,1930.149452,21.3,29.7,9.2,99,4,1020.7,78,6,1018.6,0,0,0,0,0,0,0,0,0,0,1,0
27/11/2021,2021,2,11,48,358.7899552,18.8,30.1,0.2,99,11,1020.2,70,7,1016.4,0,0,0,0,0,0,0,0,0,0,1,0
4/12/2021,2021,2,12,49,358.7899552,20.4,30,1.00E-14,81,7,1014.9,65,9,1012.7,0,0,0,0,0,0,0,0,0,0,0,1
11/12/2021,2021,2,12,50,358.7899552,20.5,30.4,1.00E-14,99,2,1015.5,75,13,1012.7,0,0,0,0,0,0,0,0,0,0,0,1
18/12/2021,2021,2,12,51,358.7899552,20.3,30.8,1.00E-14,99,7,1011.6,73,9,1008.1,0,0,0,0,0,0,0,0,0,0,0,1
25/12/2021,2021,2,12,52,614.6472397,20,30.7,1.00E-14,79,7,1007.8,81,6,1005.5,0,0,0,0,0,0,0,0,0,0,0,1
1/01/2022,2022,3,1,1,1383.529899,20.8,30.9,1.00E-14,98,9,1007.5,76,11,1006.6,1,0,0,0,0,0,0,0,0,0,0,0
